,german_tokens,translated_english_tokens,is_polarize,polarity
923,out,out,False,Neu
924,perfekter,Perfect,False,Neu
925,persönlich,- personally,False,Neu
926,punkt,Point,False,Neu
927,real,- real,False,Neu
928,reich,reich,False,Neu
929,rätsel,puzzle,False,Neu
930,schauspielerin,actress,False,Neu
931,scheibe,disk,False,Neu
932,schmeckt,schmeckt,False,Neu
933,schreibt,writes,False,Neu
934,schuhe,shoes,False,Neu
935,schätzen,estimating,False,Neu
936,seele,seele,False,Neu
937,sehe,See,False,Neu
938,single,single,False,Neu
939,smooth,smooth,False,Neu
940,sparen,Saving,False,Neu
941,spieler,Latvian players,False,Neu
942,stuff,stuff,False,Neu
943,suche,Seeking,False,Neu
944,szenen,Scenes,False,Neu
945,telefon,telephone,False,Neu
946,tiere,Animals,False,Neu
947,tut,tut,False,Neu
948,täglich,daily,False,Neu
949,unterhalten,amusement,False,Neu
950,up,up,False,Neu
951,verdient,Earned,False,Neu
952,verstehen,Understand,False,Neu
953,veröffentlicht,published in,False,Neu
954,vom,of,False,Neu
955,vorstellen,Present,False,Neu
956,wahren,True,False,Neu
957,wegen,due,False,Neu
958,weihnachtsgeschenk,Christmas gift,False,Neu
959,wort,word,False,Neu
960,would,Would,False,Neu
961,x,x,False,Neu
962,zuhören,To Listen,False,Neu
963,12,12,False,Neu
964,50,AD 50,False,Neu
965,_,_,False,Neu
966,absoluter,Absolute,False,Neu
967,are,are,False,Neu
968,außerdem,as well as,False,Neu
969,back,back,False,Neu
970,balladen,balladen,False,Neu
971,beispiel,Example,False,Neu
972,benutze,benutze,False,Neu
973,bessere,better,False,Neu
974,besserer,Better,False,Neu
975,bh,bh,False,Neu
976,bildqualität,image quality,False,Neu
977,bit,bit,False,Neu
978,blick,blick,False,Neu
979,botschaft,message,False,Neu
980,buchstaben,Letter,False,Neu
981,canon,canon,False,Neu
982,charakteren,Characters,False,Neu
983,daher,"Consequently,",False,Neu
984,doch,but,False,Neu
985,dvds,dvds,False,Neu
986,echtes,echtes,False,Neu
987,ehrliche,honest,False,Neu
988,erstes,first,False,Neu
989,fantastischen,fantastischen,False,Neu
990,filter,filter,False,Neu
991,freundschaft,friendship,False,Neu
992,frieden,peace,False,Neu
993,frühen,Early,False,Neu
994,fähigkeit,3.,False,Neu
995,game,game,False,Neu
996,gary,gary,False,Neu
997,gebe,giving,False,Neu
998,gefüllt,filled,False,Neu
999,gemeinsam,jointly,False,Neu
1000,genießt,Enjoys,False,Neu
1001,gesang,singing,False,Neu
1002,geschriebenes,Written,False,Neu
1003,gewinnen,gewinnen,False,Neu
1004,gewonnen,Won,False,Neu
1005,grafiken,graphics,False,Neu
1006,handschuhe,gloves,False,Neu
1007,harry,harry,False,Neu
1008,hast,hast,False,Neu
1009,hielt,held,False,Neu
1010,hilft,Helps,False,Neu
1011,hoher,High,False,Neu
1012,hund,hund,False,Neu
1013,hätten,have been running,False,Neu
1014,höre,hÃ¶re,False,Neu
1015,informativ,Informative,False,Neu
1016,interessanter,Interesting,False,Neu
1017,kabel,Cables,False,Neu
1018,katze,cat,False,Neu
1019,klasse,class,False,Neu
1020,klein,klein,False,Neu
1021,kollektion,collection,False,Neu
1022,komisch,funny,False,Neu
1023,kreativ,Creative,False,Neu
1024,kurze,Short,False,Neu
1025,landschaft,Landscape,False,Neu
1026,langen,langen,False,Neu
1027,leistet,provides,False,Neu
1028,lieblingsbuch,love book,False,Neu
1029,liebten,liebten,False,Neu
1030,liest,liest,False,Neu
1031,länger,Longer,False,Neu
1032,lösung,Solution,False,Neu
1033,mache,mache,False,Neu
1034,mary,Mary,False,Neu
1035,meines,My,False,Neu
1036,momente,momente,False,Neu
1037,monat,month,False,Neu
1038,musiker,Musicians,False,Neu
1039,nacht,nacht,False,Neu
1040,neuer,New,False,Neu
1041,new,new,False,Neu
1042,nächste,Next,False,Neu
1043,nützlich,beneficial,False,Neu
1044,old,old,False,Neu
1045,paket,Package,False,Neu
1046,party,party,True,Pos
1047,paul,paul,False,Neu
1048,performance,performance,False,Neu
1049,peter,peter,False,Neu
1050,pitcher,pitcher,False,Neu
1051,platz,platz,False,Neu
1052,player,player,False,Neu
1053,problem,problem,True,Neg
1054,präsentiert,Present,False,Neu
1055,rad,rad,False,Neu
1056,ressource,resource,False,Neu
1057,richtung,direction,False,Neu
1058,seiten,Pages,False,Neu
1059,singt,singt,False,Neu
1060,smith,smith,False,Neu
1061,some,some,False,Neu
1062,sommer,Summer,False,Neu
1063,sounds,sounds,False,Neu
1064,sowie,and,False,Neu
1065,spielte,played,False,Neu
1066,star,Star,False,Neu
1067,stimmung,mood,False,Neu
1068,superb,superb,True,Pos
1069,sweet,sweet,True,Pos
1070,szene,Scene,False,Neu
1071,süchtig,addictive,False,Neu
1072,tage,tage,False,Neu
1073,vampire,vampire,False,Neu
1074,verbringen,Spend,False,Neu
1075,verkäufer,seller,False,Neu
1076,verschiedene,Various:,False,Neu
1077,wahrheit,truth,False,Neu
1078,weile,weile,False,Neu
1079,weisheit,wisdom,False,Neu
1080,well,well,True,Pos
1081,wertvoll,valuable,False,Neu
1082,witzig,witzig,False,Neu
1083,wohl,wohl,False,Neu
1084,wundervollen,wonderful,False,Neu
1085,zukunft,future,False,Neu
1086,zunächst,first,False,Neu
1087,zuzuhören,to listen,False,Neu
1088,zweiten,Second,False,Neu
1089,überprüfung,review,False,Neu
1090,+,+,False,Neu
1091,11,AD 11,False,Neu
1092,15,Par 15,False,Neu
1093,30,30,False,Neu
1094,60,60,False,Neu
1095,akteure,actors,False,Neu
1096,allgemeinen,General,False,Neu
1097,altes,altes,False,Neu
1098,american,American,False,Neu
1099,amüsant,amusing,False,Neu
1100,anbindung,binding,False,Neu
1101,anderes,Other,False,Neu
1102,angelina,angelina,False,Neu
1103,angenehme,Pleasant,False,Neu
1104,aufmerksamkeit,attention,False,Neu
1105,aufregung,emotion.,False,Neu
1106,aufschlussreich,enlightening,False,Neu
1107,augen,augen,False,Neu
1108,ausgabe,Edition,False,Neu
1109,außer,excluding,False,Neu
1110,bad,bad,True,Neg
1111,bag,Bag,False,Neu
1112,bathroom,Bathroom,False,Neu
1113,be,be,False,Neu
1114,bedenkt,2.,False,Neu
1115,beispiele,Examples,False,Neu
1116,bereit,Ready,False,Neu
1117,beschrieben,described,False,Neu
1118,bestimmt,certain,False,Neu
1119,bevor,before,False,Neu
1120,beworben,advertised,False,Neu
1121,bibliothek,Library,False,Neu
1122,big,big,False,Neu
1123,bildschirm,bildschirm,False,Neu
1124,blätter,blÃ¤tter,False,Neu
1125,braucht,Needs,False,Neu
1126,brauchte,needed,False,Neu
1127,buy,buy,False,Neu
1128,charme,Charm,False,Neu
1129,club,club,False,Neu
1130,dafür,for this,False,Neu
1131,de,en,False,Neu
1132,deckel,deckel,False,Neu
1133,denen,to :,False,Neu
1134,dennoch,"Nonetheless,",False,Neu
1135,direkt,Direct,False,Neu
1136,disney,disney,False,Neu
1137,dollar,dollar,False,Neu
1138,dringend,Urgent,False,Neu
1139,edition,Edition,False,Neu
1140,effektiv,Effective,False,Neu
1141,egal,egal,False,Neu
1142,eminem,eminem,False,Neu
1143,empfehlenswert,Recommendable,False,Neu
1144,empfohlen,Recommended,False,Neu
1145,entspannend,relaxing,False,Neu
1146,episoden,episodes,False,Neu
1147,erfrischend,refreshing,False,Neu
1148,ermutige,Encourage,False,Neu
1149,ernst,ernst,False,Neu
1150,erwarten,Expect,False,Neu
1151,familien,familien,False,Neu
1152,fantasie,Fantasy,False,Neu
1153,faszinierend,Fascinating,False,Neu
1154,faszinierende,Fascinating,False,Neu
1155,features,features,False,Neu
1156,feel,feel,False,Neu
1157,fi,fi,False,Neu
1158,fiktion,fiction,False,Neu
1159,filmen,films,False,Neu
1160,findet,finds,False,Neu
1161,fluss,River,False,Neu
1162,frei,Free,False,Neu
1163,freien,- free,False,Neu
1164,friendly,friendly,True,Pos
1165,früheren,previous,False,Neu
1166,füllen,fill,False,Neu
1167,fünf,Five,False,Neu
1168,gedacht,thought,False,Neu
1169,gelacht,laughter,False,Neu
1170,geleistet,achieved,False,Neu
1171,genommen,Taken,False,Neu
1172,genuss,genuss,False,Neu
1173,gesamte,Whole,False,Neu
1174,geschenke,Presents,False,Neu
1175,geschätzt,estimated,False,Neu
1176,gesungen,Sung,False,Neu
1177,gesänge,Singing,False,Neu
1178,gewesen,Been,False,Neu
1179,gewinner,Winner,False,Neu
1180,gitarre,guitar,False,Neu
1181,gitarren,guitar,False,Neu
1182,glatt,smooth,False,Neu
1183,gratis,gratis,True,Pos
1184,guss,guss,False,Neu
1185,heraus,out,False,Neu
1186,hergestellt,manufactured,False,Neu
1187,herr,herr,False,Neu
1188,hilfsbereit,hilfsbereit,False,Neu
1189,hip,hip,False,Neu
1190,hits,hits,False,Neu
1191,hoffentlich,hopefully,False,Neu
1192,holes,holes,False,Neu
1193,hunde,dogs,False,Neu
1194,hübsch,pretty,False,Neu
1195,joe,joe,False,Neu
1196,karte,map,False,Neu
1197,keinen,None,False,Neu
1198,king,King,False,Neu
1199,kiss,kiss,True,Pos
1200,klangqualität,sound quality,False,Neu
1201,klinge,klinge,False,Neu
1202,kompakt,compact,False,Neu
1203,kosten,Costs,False,Neu
1204,kunststoff,plastic,False,Neu
1205,könig,King,False,Neu
1206,langlebig,durable,False,Neu
1207,lautsprecher,Loudspeaker,False,Neu
1208,leichter,Lighter,False,Neu
1209,lektionen,lessons,False,Neu
1210,lesung,reading,False,Neu
1211,let,let let,False,Neu
1212,licht,Light,False,Neu
1213,ll,ll,False,Neu
1214,look,look,False,Neu
1215,lustiges,lustiges,False,Neu
1216,lustigsten,Funniest,False,Neu
1217,madonna,madonna,False,Neu
1218,male,male,False,Neu
1219,mama,Mama,False,Neu
1220,mannes,mannes,False,Neu
1221,mehreren,mehreren,False,Neu
1222,meister,meister,False,Neu
1223,metal,metal,False,Neu
1224,miteinander,miteinander,False,Neu
1225,mix,mix,False,Neu
1226,moment,moment,False,Neu
1227,mommy,mommy,False,Neu
1228,monate,monate,False,Neu
1229,monaten,monaten,False,Neu
1230,must,must,False,Neu
1231,mystery,mystery,False,Neu
1232,möglichkeit,Possibility,False,Neu
1233,namen,name,False,Neu
1234,nett,nett,False,Neu
1235,nichts,Nothing,False,Neu
1236,nikon,nicon,False,Neu
1237,nimmt,takes note of:,False,Neu
1238,norah,norah,False,Neu
1239,o,o,False,Neu
1240,oh,oh,False,Neu
1241,opener,opener,False,Neu
1242,orwell,orwell,False,Neu
1243,oz,oz,False,Neu
1244,pack,pack,False,Neu
1245,passiert,currently under way,False,Neu
1246,play,play,True,Pos
1247,plus,plus,False,Neu
1248,pop,pop,False,Neu
1249,potter,potter,False,Neu
1250,preiswert,Inexpensive,False,Neu
1251,price,price,False,Neu
1252,produziert,produced,False,Neu
1253,ps2,ps2,False,Neu
1254,punk,Punk,False,Neu
1255,radio,radio,False,Neu
1256,reading,reading,False,Neu
1257,really,really,False,Neu
1258,regel,Rule,False,Neu
1259,reinigung,Cleaning,False,Neu
1260,reizvoll,sexy,False,Neu
1261,romans,romans,False,Neu
1262,rund,round,False,Neu
1263,schritt,step,False,Neu
1264,schräg,Inclined,False,Neu
1265,schweigen,Silence,False,Neu
1266,schwester,Sister,False,Neu
1267,schwierig,difficult,False,Neu
1268,schönheit,beauty,False,Neu
1269,schüler,pupils,False,Neu
1270,sci,sci,False,Neu
1271,season,season,False,Neu
1272,series,series,False,Neu
1273,sobald,Once,False,Neu
1274,sofort,Immediate,False,Neu
1275,sonst,or else,False,Neu
1276,staff,staff,False,Neu
1277,starken,- strong,False,Neu
1278,statt,instead of,False,Neu
1279,stone,stone,False,Neu
1280,storyline,storyline,False,Neu
1281,strand,strand,False,Neu
1282,studie,Study,False,Neu
1283,style,style,False,Neu
1284,stücke,stÃ¼cke,False,Neu
1285,thriller,thriller,True,Pos
1286,tief,Deep,False,Neu
1287,tracks,tracks,False,Neu
1288,training,training,False,Neu
1289,treffen,meet,False,Neu
1290,trilogie,trilogy,False,Neu
1291,tv,tv,False,Neu
1292,unterhaltsames,entertaining,False,Neu
1293,unterhaltung,entertainments,False,Neu
1294,urlaub,holiday,False,Neu
1295,value,value,True,Pos
1296,vater,vater,False,Neu
1297,verbesserung,improvement,False,Neu
1298,verfolgen,Track,False,Neu
1299,verpackung,Packaging,False,Neu
1300,videos,videos,False,Neu
1301,wahrer,True,False,Neu
1302,warm,Warm,True,Pos
1303,welch,welch,False,Neu
1304,welche,which:,False,Neu
1305,williams,williams,False,Neu
1306,woche,woche,False,Neu
1307,wochen,Weeks,False,Neu
1308,wünschen,Wishes,False,Neu
1309,york,york,False,Neu
1310,your,your,False,Neu
1311,zart,zart,False,Neu
1312,zeug,zeug,False,Neu
1313,zitate,citate,False,Neu
1314,–,â,False,Neu
1315,100,100,False,Neu
1316,40,40,False,Neu
1317,a640,a640,False,Neu
1318,abgesehen,apart,False,Neu
1319,abs,abs,False,Neu
1320,absolute,Absolute,False,Neu
1321,absolutes,Absolutes,False,Neu
1322,adam,adam,False,Neu
1323,aktion,Action,False,Neu
1324,allein,allein,False,Neu
1325,allerdings,"however,",False,Neu
1326,anderem,Other,False,Neu
1327,animation,animation,False,Neu
1328,any,any,False,Neu
1329,at,at,False,Neu
1330,atemberaubend,atemberaubend,False,Neu
1331,aufführungen,Performances,False,Neu
1332,aufgrund,due,False,Neu
1333,aufregende,Exciting,False,Neu
1334,auto,auto,False,Neu
1335,beats,beats,False,Neu
1336,benötigen,Needs,False,Neu
1337,bereich,area,False,Neu
1338,bereits,already,False,Neu
1339,bericht,Report,False,Neu
1340,besitze,possessions,False,Neu
1341,besonderen,pecial,False,Neu
1342,besorgt,Concerned,False,Neu
1343,bewegungen,Movements,False,Neu
1344,beweist,evidence,False,Neu
1345,bezahlt,paid,False,Neu
1346,bill,Bill,False,Neu
1347,billig,cheap,False,Neu
1348,biographie,biography,False,Neu
1349,black,black,False,Neu
1350,bleiben,bleiben,False,Neu
1351,bluegrass,bluegrass,False,Neu
1352,blues,Blues,False,Neu
1353,brennen,Burning,False,Neu
1354,brillante,brilliant,False,Neu
1355,brillanz,brilliance,False,Neu
1356,bruce,bruce,False,Neu
1357,c,c,False,Neu
1358,casting,casting,False,Neu
1359,charm,charm,True,Pos
1360,culligan,culligan,False,Neu
1361,damals,then:,False,Neu
1362,danke,Thank you.,False,Neu
1363,daraus,From it,False,Neu
1364,david,david,False,Neu
1365,debut,debut,False,Neu
1366,denn,because,False,Neu
1367,dir,dir,False,Neu
1368,dunkle,Dark,False,Neu
1369,ebenso,"Likewise,",False,Neu
1370,echt,echt,False,Neu
1371,effekte,Effects,False,Neu
1372,effizient,efficient,False,Neu
1373,eins,eins,False,Neu
1374,einzigartig,Unique,False,Neu
1375,einzigartigen,unique,False,Neu
1376,ella,ella,False,Neu
1377,em,em,False,Neu
1378,entspannen,relax,False,Neu
1379,entwickelt,developed,False,Neu
1380,entwicklung,Development,False,Neu
1381,erfahrung,Experience,False,Neu
1382,erfreulich,- gratifying,False,Neu
1383,ersetzen,Replace,False,Neu
1384,erst,first,False,Neu
1385,erstaunt,Astonished,False,Neu
1386,erzählt,narrates,False,Neu
1387,ex,ex,False,Neu
1388,falsch,false,False,Neu
1389,family,family,False,Neu
1390,fantasia,fantasia,False,Neu
1391,farbe,Color,False,Neu
1392,fehlt,missing,False,Neu
1393,feine,feine,False,Neu
1394,firma,Company name,False,Neu
1395,first,first,False,Neu
1396,fliegen,Fly,False,Neu
1397,format,format,False,Neu
1398,formen,form,False,Neu
1399,fred,fred,False,Neu
1400,frühstück,breakfast,False,Neu
1401,funny,funny,True,Pos
1402,gameplay,gameplay,False,Neu
1403,gearbeitet,Worked,False,Neu
1404,gebaut,Built,False,Neu
1405,gefiel,gefiel,False,Neu
1406,gegossen,Cast,False,Neu
1407,gehalten,Honoured,False,Neu
1408,geist,geist,False,Neu
1409,geliehen,borrowed,False,Neu
1410,generation,generation,False,Neu
1411,genres,genres,False,Neu
1412,geruch,smell,False,Neu
1413,gerät,equipment,False,Neu
1414,gestaltet,Design,False,Neu
1415,gesundheit,health,False,Neu
1416,gewann,won,False,Neu
1417,gewöhnt,accustomed,False,Neu
1418,gleichermaßen,Similarly,False,Neu
1419,gleichzeitig,at the same time,False,Neu
1420,glücklicherweise,fortunately,False,Neu
1421,grandson,grandson,False,Neu
1422,grant,grant,True,Pos
1423,gutem,Good,False,Neu
1424,guy,guy,False,Neu
1425,haar,hair,False,Neu
1426,had,had,False,Neu
1427,halte,- holding,False,Neu
1428,harmonien,harmonies,False,Neu
1429,hdmi-kabel,hdmi cable,False,Neu
1430,helpful,helpful,True,Pos
1431,her,her,False,Neu
1432,herausforderung,Challenge,False,Neu
1433,historische,Historical,False,Neu
1434,hochzeit,wedding,False,Neu
1435,hoffen,hoffen,False,Neu
1436,inhalt,Content,False,Neu
1437,inspirierenden,inspiring,False,Neu
1438,intelligent,Intelligent,True,Pos
1439,j,j,False,Neu
1440,jemanden,someone,False,Neu
1441,jill,jill,False,Neu
1442,joy,joy,True,Pos
1443,jung,jung,False,Neu
1444,jährigen,annual,False,Neu
1445,kaffee,Coffee,False,Neu
1446,kaffeemaschine,Coffee machine,False,Neu
1447,karten,cards,False,Neu
1448,kerl,kerl,False,Neu
1449,kette,chain,False,Neu
1450,kevin,kevin,False,Neu
1451,kindheit,childhood,False,Neu
1452,kissen,cushion,False,Neu
1453,kochbuch,Cookbook,False,Neu
1454,konzert,Concert,False,Neu
1455,kostenlos,Free of charge,False,Neu
1456,kurz,Short,False,Neu
1457,königin,Queen,False,Neu
1458,lateinischen,Latin,False,Neu
1459,legen,legen,False,Neu
1460,leidenschaft,passion,False,Neu
1461,lernt,Learning,False,Neu
1462,leuten,men,False,Neu
1463,liebende,loving,False,Neu
1464,lieblingsfilme,favourite films,False,Neu
1465,liste,Lists of ambassadors,False,Neu
1466,lol,lol,True,Pos
1467,markt,market,False,Neu
1468,maus,maus,False,Neu
1469,max,Max,False,Neu
1470,mehrmals,several times,False,Neu
1471,michelle,michelle,False,Neu
1472,mindestens,at least,False,Neu
1473,minute,minute,False,Neu
1474,mm,mm,False,Neu
1475,mochten,mochten,False,Neu
1476,monitor,monitor,False,Neu
1477,montieren,assemble,False,Neu
1478,moon,moon,False,Neu
1479,more,more,False,Neu
1480,morgan,morgan,False,Neu
1481,much,much,False,Neu
1482,musicals,musicals,False,Neu
1483,mächtig,powerful,False,Neu
1484,mühe,mÃ¼he,False,Neu
1485,nachdem,After,False,Neu
1486,nahm,Takes,False,Neu
1487,namens,The name,False,Neu
1488,niederlegen,deposit,False,Neu
1489,nähe,Sequence,False,Neu
1490,ohren,Ears,False,Neu
1491,online,Online,False,Neu
1492,perfektem,Perfect,False,Neu
1493,persönlichen,Personal,False,Neu
1494,persönlichkeit,Personal personality,False,Neu
1495,pferd,horse,False,Neu
1496,powershot,powershot,False,Neu
1497,praktisch,practical,False,Neu
1498,praxis,Practice,False,Neu
1499,pro,pro,False,Neu
1500,probleme,Problems,False,Neu
1501,product,product,False,Neu
1502,puppe,puppe,False,Neu
1503,puppen,puppets,False,Neu
1504,puzzles,puzzles,False,Neu
1505,pünktlich,Punctual,False,Neu
1506,quelle,Source,False,Neu
1507,quotation,quotation,False,Neu
1508,rack,rack,False,Neu
1509,rating,rating,False,Neu
1510,rechtzeitig,timely,False,Neu
1511,reifen,reifen,False,Neu
1512,reizvolles,sexy,False,Neu
1513,retten,retten,False,Neu
1514,riesiger,riesiger,False,Neu
1515,ring,ring,False,Neu
1516,romance,romance,True,Pos
1517,romane,romane,False,Neu
1518,romantisch,Romantic,False,Neu
1519,romantischer,Romantic,False,Neu
1520,sage,Say,False,Neu
1521,sb,sb,False,Neu
1522,scharf,Sharp,False,Neu
1523,scheinen,scheinen,False,Neu
1524,schlafen,Sleeping,False,Neu
1525,schlage,blow,False,Neu
1526,schlagen,beat,False,Neu
1527,schlechten,Bad,False,Neu
1528,schneiden,Cutting,False,Neu
1529,schrieb,wrote,False,Neu
1530,schrift,Script,False,Neu
1531,schönsten,schÃ¶nsten,False,Neu
1532,segen,segen,False,Neu
1533,sitzen,sitting,False,Neu
1534,socken,socks,False,Neu
1535,sonne,sonne,False,Neu
1536,sooo,sooo,False,Neu
1537,sour,sour,False,Neu
1538,spart,Saving,False,Neu
1539,speichern,Save,False,Neu
1540,spielten,spielten,False,Neu
1541,spur,Track,False,Neu
1542,stanley,stanley,False,Neu
1543,stars,stars,False,Neu
1544,tagen,tagen,False,Neu
1545,tages,tages,False,Neu
1546,talentierten,talented,False,Neu
1547,tanzmusik,Dance music,False,Neu
1548,tasten,tastes,False,Neu
1549,tatsache,Factual,False,Neu
1550,test,test,False,Neu
1551,teuer,expensive,False,Neu
1552,tommy,tommy,False,Neu
1553,trifft,trifft,False,Neu
1554,tty,tty,False,Neu
1555,töchter,Daughter,False,Neu
1556,unglaubliche,incredible,False,Neu
1557,unseren,unseren,False,Neu
1558,unterhaltsame,Entertaining,False,Neu
1559,unterschiedliche,Different,False,Neu
1560,verfügt,(a),False,Neu
1561,vergessen,forgotten,False,Neu
1562,verlassen,leave,False,Neu
1563,vhs,vhs,False,Neu
1564,vielfalt,diversity,False,Neu
1565,visuelle,visual,False,Neu
1566,vollständig,Full,False,Neu
1567,wahl,election,False,Neu
1568,wahres,True,False,Neu
1569,waschen,wash,False,Neu
1570,wein,wein,False,Neu
1571,weisenmann,weisenmann,False,Neu
1572,weiter,next,False,Neu
1573,wenigen,Few,False,Neu
1574,wichtige,Important,False,Neu
1575,wichtiger,Important,False,Neu
1576,wiedergabe,wiedergabe,False,Neu
